2022 Federal Election House of Representatives First Preferences By Candidate By Polling Place for NSW [Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:02 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,103,Banks,97647,Lugarno North,37773,HEFFERNAN,Malcolm Phillip,6,N,N,ON,Pauline Hanson's One Nation,17,3.94
NSW,103,Banks,97647,Lugarno North,36774,SOON,Zhi,7,N,N,ALP,Labor,109,-0.18
NSW,103,Banks,97647,Lugarno North,999,Informal,Informal,999,N,N,,Informal,21,-0.29
NSW,103,Banks,55,Mortdale Central,37018,COLEMAN,David,1,Y,Y,LP,Liberal,693,-5.1
NSW,103,Banks,55,Mortdale Central,36651,COCKER,Elouise Ivy,2,N,N,LDP,Liberal Democrats,29,1.91
NSW,103,Banks,55,Mortdale Central,36265,MOMIRCEVSKI,Marika,3,N,N,UAPP,United Australia Party,99,4.39
NSW,103,Banks,55,Mortdale Central,36330,HANNA,Natalie,4,N,N,GRN,The Greens,155,2.85
NSW,103,Banks,55,Mortdale Central,37388,KHOUW,Steve,5,N,N,NAFD,,18,1.18
NSW,103,Banks,55,Mortdale Central,37773,HEFFERNAN,Malcolm Phillip,6,N,N,ON,Pauline Hanson's One Nation,54,3.55
NSW,103,Banks,55,Mortdale Central,36774,SOON,Zhi,7,N,N,ALP,Labor,472,-4.5
NSW,103,Banks,55,Mortdale Central,999,Informal,Informal,999,N,N,,Informal,93,-0.31
NSW,103,Banks,56,Mortdale East,37018,COLEMAN,David,1,Y,Y,LP,Liberal,583,-5.33
NSW,103,Banks,56,Mortdale East,36651,COCKER,Elouise Ivy,2,N,N,LDP,Liberal Democrats,19,1.29
NSW,103,Banks,56,Mortdale East,36265,MOMIRCEVSKI,Marika,3,N,N,UAPP,United Australia Party,75,3.57
NSW,103,Banks,56,Mortdale East,36330,HANNA,Natalie,4,N,N,GRN,The Greens,168,2.97
NSW,103,Banks,56,Mortdale East,37388,KHOUW,Steve,5,N,N,NAFD,,12,0.82
NSW,103,Banks,56,Mortdale East,37773,HEFFERNAN,Malcolm Phillip,6,N,N,ON,Pauline Hanson's One Nation,48,3.27
NSW,103,Banks,56,Mortdale East,36774,SOON,Zhi,7,N,N,ALP,Labor,564,-2.72
NSW,103,Banks,56,Mortdale East,999,Informal,Informal,999,N,N,,Informal,104,1.66
NSW,103,Banks,5,Mortdale West,37018,COLEMAN,David,1,Y,Y,LP,Liberal,712,-7.91
NSW,103,Banks,5,Mortdale West,36651,COCKER,Elouise Ivy,2,N,N,LDP,Liberal Democrats,19,1.11
NSW,103,Banks,5,Mortdale West,36265,MOMIRCEVSKI,Marika,3,N,N,UAPP,United Australia Party,137,5.85
NSW,103,Banks,5,Mortdale West,36330,HANNA,Natalie,4,N,N,GRN,The Greens,166,4.21
NSW,103,Banks,5,Mortdale West,37388,KHOUW,Steve,5,N,N,NAFD,,23,1.35
NSW,103,Banks,5,Mortdale West,37773,HEFFERNAN,Malcolm Phillip,6,N,N,ON,Pauline Hanson's One Nation,52,3.05
NSW,103,Banks,5,Mortdale West,36774,SOON,Zhi,7,N,N,ALP,Labor,597,-1.93
NSW,103,Banks,5,Mortdale West,999,Informal,Informal,999,N,N,,Informal,109,-3.26
NSW,103,Banks,6,Narwee,37018,COLEMAN,David,1,Y,Y,LP,Liberal,827,-6.34
NSW,103,Banks,6,Narwee,36651,COCKER,Elouise Ivy,2,N,N,LDP,Liberal Democrats,24,1.17
NSW,103,Banks,6,Narwee,36265,MOMIRCEVSKI,Marika,3,N,N,UAPP,United Australia Party,101,3
NSW,103,Banks,6,Narwee,36330,HANNA,Natalie,4,N,N,GRN,The Greens,205,4.61
NSW,103,Banks,6,Narwee,37388,KHOUW,Steve,5,N,N,NAFD,,18,0.88
