FacilityID,PollingPlaceID,Distance
116,47744,2.030035191157559
117,6296,0.1102244454722773
119,6294,1.281017577519537
120,6459,5.208493271325193
122,6457,1.53077690864635
123,6294,0.7605508651447617
124,6294,2.0679679657043506
125,6288,0.31722669779098184
126,6293,0.11794047804483088
127,6262,0.1754674015540195
128,6262,4.31195566207266
129,6062,0.14560757441390912
130,6062,3.165368021356694
131,6286,8.271851250222428
132,6286,11.821473426318915
133,55712,0.43260615210062175
134,6286,9.28038439192268
135,6294,1.2420088378557173
136,83230,1.619386081986287
137,58830,0.7308748020259688
138,47744,0.1808022986844237
139,6293,0.6837817533991779
140,6296,4.424295663431304
141,6262,0.33717101932249754
143,55712,1.072420879278211
144,6294,0.7546602478531563
145,6255,0.19645726100007233
146,58586,1.9779209098485553
148,6286,0.6034567169719394
149,6296,4.486398710369103
150,6459,0.3872664757175306
151,6294,2.2445145094948304
153,83230,2.159307797302622
154,47744,2.0227279228749437
155,7291,1.068189087519877
156,7314,0.24504001480367454
157,7317,0.5995923259748154
158,83459,0.3581222941032035
159,7291,0.7487168033444144
160,7298,0.8297854893294417
161,7290,0.5529346287249614
162,5836,0.36144059052389693
163,5836,0.33152700353420067
164,5836,62.576625034514045
167,7891,0.26668216104980713
168,7891,0.902850560007296
171,7891,1.4552070459203565
172,7878,0.41157353109670347
173,7878,0.3929373679090013
174,7878,0.32116350370335994
177,8071,0.41821577623176576
178,8071,0.45613212685301907
182,7806,1.0333024496040848
183,58812,2.1398361506520467
184,32077,4.402921798889546
185,8493,1.8794008980111743
186,8494,0.37582871011731683
187,8498,0.6961781432465305
188,97480,0.6682498638687044
189,8537,2.6069695624439975
190,8515,6.882475265982558
191,8515,1.2371368047135352
192,8515,4.857022577990182
194,8526,3.5148593808871915
195,8519,0.05695412729942761
197,8525,0.2706985541648874
198,8526,0.23463393154727075
199,97480,0.2408700037690768
201,8494,5.435533432292939
203,8546,0.2801092471383394
204,8537,0.7720827533257664
205,8542,1.0337902194571895
206,8519,0.8865622886721756
207,8546,0.012687024210077134
209,46859,0.07421421371732805
210,8370,0.7906769376168774
211,8370,0.6733875328445911
212,8370,0.3721194749548148
213,8382,15.647299803538772
214,8370,35.82636787868048
216,8673,0.5045580110072309
219,34052,0.03729373496505187
220,8679,0.08503985689156676
222,8658,0.3058367441134783
223,8696,0.6207181573609495
226,97708,0.34490249195725337
227,97708,0.2239269625707869
229,97708,0.1258722831018321
231,97708,4.44176434271383
233,97709,0.39015602999863597
234,6790,1.0002967841123402
236,6790,0.9520515248544208
237,6790,1.8354940978667655
238,6790,0.8671742910199308
240,6790,0.3870797739878383
242,6729,0.19948468368890615
243,6729,0.5325568467386872
244,6686,0.3551430204224571
245,6686,0.22387704622376856
246,6685,0.4139472240350204
247,6925,0.4799529190866963
249,6777,14.677073420212892
250,6950,2.9976267274725816
251,6950,6.926371155163332
252,4472,0.3792882894987176
253,4472,0.3294146051997875
254,4487,0.12465283970883977
255,4487,0.08341320362054987
256,4527,0.1840998627768145
257,4527,0.366762449667157
258,4539,0.007166661035237004
259,3199,1.0377127552462615
260,3199,0.7982606083341107
261,3199,0.5529819429700025
262,3199,0.39790839955242957
263,3199,0.09045906493618736
264,3199,0.6285813394582629
265,3199,0.13996184535409398
269,3159,0.28626778367927797
270,3158,0.7112444297586318
272,1393,0.7711575590854763
273,1393,0.2561116276038076
274,1393,0.4013559968418534
275,1393,0.3999919171473411
278,1130,0.07780876964912814
279,1130,0.10192171937282302
280,1130,0.6853263848425682
281,1169,0.4547549269520043
300,1279,0.6750684218333313
301,1279,1.0212259523302
302,1281,0.47188144811780053
303,1281,0.09828221886364172
304,1302,0.6752887198393486
305,1302,1.0819215083208347
306,97,1.3156562751256256
308,97,1.4185780350846249
309,97931,1.138337961778519
310,33930,0.5939349972312946
311,33930,0.6475817431814203
312,2212,0.6370424993342398
313,2212,0.6734005263622027
314,2212,0.9510677197278589
315,2212,1.5991112715968634
316,2212,1.7624087412666876
317,1942,0.14340818128212796
318,1931,0.2513140734131098
319,1937,0.40082958366904553
320,6598,0.17512229308976218
321,6598,0.4125059338120235
322,82908,1.3617246410141162
323,6610,0.960792426350392
324,6598,0.17746862621968945
325,6598,0.2571966230566194
327,82908,0.9870023290101771
328,6538,1.3871398864087179
329,6628,1.8000983119804057
330,6568,0.332612909293748
331,6541,6.784822129089801
332,6541,0.03536696987484999
334,6541,1.7494364287249269
335,6541,5.553453792268963
336,6541,6.094453818046663
337,33943,22.84607244720635
338,6436,0.23246262829977313
339,6436,0.41311182366960797
341,6436,0.9296637209668251
343,6436,1.2061059359358879
344,6467,0.42576942740963725
345,5809,5.69565214997376
346,5809,1.3849644205786542
347,5809,0.9595850498926799
348,5809,1.203075275912618
349,5809,1.6382451202032
350,5623,2.093112977699331
351,5608,0.34998439428559575
352,5608,0.41011402548562387
353,5611,0.0741113908076125
354,5618,2.224307736369493
355,5602,0.09057955026533379
356,5639,0.24386058250307865
357,5623,0.8940120303317501
358,5623,1.1065409532387307
359,5623,3.548293226733287
361,5623,2.8338860736256937
366,5704,37.48031212905945
368,5303,73.5687449281779
371,6205,0.5665272441516518
372,5773,0.06957149700977125
373,6447,3.9021907464641004
374,6447,1.7771127016201094
375,5603,0.2323782757757757
376,5603,0.3290743041314323
377,5603,0.362690041733154
378,5651,0.44444098965036927
379,5606,5.347396459541827
380,6220,0.45345553763400276
381,6221,0.9526817542264229
382,6221,0.805873020749549
384,6220,1.1119856100883576
385,6220,0.3790636506208385
386,6220,0.3574208699138551
387,6220,0.8889002741661896
388,6221,2.3711200987883814
389,31634,6.5586731900792605
390,6235,0.5028793533878937
391,5877,12.919041396886577
393,5842,0.07180047704016097
394,5842,0.14783818321225603
395,5842,3.172077344348532
397,5877,1.0306124565832404
398,5877,0.28627141267006884
399,5890,15.482907325396125
400,5890,0.6312096916280041
402,8038,2.5127135888444214
403,8038,0.8741394218150129
404,8038,0.03988177069880147
409,8078,0.39102224468484836
411,8077,0.5134706843070893
412,8077,0.42409207955347167
415,5274,22.622875290425064
416,6918,0.024565655365426448
417,6918,0.13244219968826085
418,6918,10.95129090347668
419,8013,0.2470779109347385
420,8013,0.1648163832822128
421,8013,0.5232008563863724
424,8013,0.49391445398201483
425,8011,0.8123506271408352
426,8011,0.3256545733890822
427,8011,2.5700164104992376
429,8011,3.0169582466664595
430,8011,3.723863761998571
431,8011,0.32672646096677516
432,8058,0.24057093126745657
433,8058,0.10716070634040287
434,7328,0.06987258070161047
435,7343,1.6625375680789616
436,7343,1.9603598515407876
437,7343,1.3722694528537396
438,7343,2.6087842390746823
439,7343,1.09848057340083
440,7343,2.320424089260749
442,7412,5.2089486000363925
443,7412,0.7045634292909554
444,7412,0.399513930955925
445,7415,0.42327754039027327
446,7415,1.941796733269389
447,7365,5.264699994327499
448,7426,0.054961239955090946
449,7426,0.26844995381944886
450,7436,0.40961203144344377
451,,inf
452,2219,0.7425287203376473
453,2228,0.2460615028574495
454,2229,0.15500283845031193
455,33952,0.35065645742485
456,33952,0.14398482748081742
457,2215,0.8806595834428234
458,2216,0.7639623047729752
460,2216,0.49977714449408844
461,13263,0.4291818512309368
462,13263,0.20089494612729375
463,6787,1.3772253851512852
465,6787,4.287368740872245
466,6774,0.23496158644616724
467,6774,0.7861494401589397
468,6789,1.454614930250939
469,6789,4.547613826228505
470,6743,0.11139619824040592
471,6777,18.99841228835883
472,6737,0.23823318578873573
473,6737,14.231486149279858
474,6779,0.06917135778533527
476,797,0.4417706842899571
477,797,0.4151222396236808
479,2231,0.7655529307524535
480,2231,1.0102291357743527
481,2231,0.9814731688392259
482,2231,3.288619363490938
484,7984,1.5852020221111742
485,11904,1.262400009294039
487,11904,0.9907874051391823
488,11904,1.0860281613910647
489,7984,0.7092224855576869
491,34255,0.13308424987497625
492,8023,0.45550946419566385
493,8023,2.3889275978128968
494,8023,2.9134154109088217
495,108438,0.9532339089283188
496,8023,0.5854749498143405
497,8023,0.5771795208343191
498,8025,0.2766936669228673
499,8115,0.8427885762459666
500,8115,0.9159080000734794
501,8115,1.1500182293916674
502,8095,1.2818250245718306
503,8095,1.1633247601534653
504,8095,1.3387890147639674
505,7337,0.5661659262404317
506,7337,0.34699837587618665
507,7337,0.2832500589168432
510,7337,1.0913166720274048
511,7351,0.12340175190424048
512,7351,0.18160583740056
513,7351,0.6481666237344961
514,7333,12.52720616716742
516,7333,0.6268869954065628
517,7427,0.04903300571785361
518,7364,0.16723912697034216
519,7413,0.33286476412962995
520,7354,0.023598016802818946
521,5816,0.8208299487253189
522,5816,0.6018126720064656
525,5898,0.6118519840082518
526,5898,0.8956170386293814
527,755,0.474911633255006
528,755,0.3628927339247314
529,755,0.15243097693933
530,755,0.8688801134217337
531,785,0.25091642348568055
532,785,0.6680689737229526
533,4543,11.663629230538783
534,2305,0.39213043618877075
535,2301,0.7829567878409601
536,2301,0.6192350522878751
537,2301,0.6863663039378874
538,34097,0.9923713442311811
539,34097,0.547165929038229
540,34097,0.03157723189801217
541,2298,0.3002514975861117
542,65270,0.038980750727244745
543,5032,22.08779039426704
544,4990,0.3039542394481633
546,5008,0.30195266849140867
547,5016,0.4481358180688115
548,5016,0.5375506928927037
549,5028,0.8108735475912067
550,5033,0.23047198662579044
551,5038,0.5985584473618046
552,5038,0.7905334922341315
553,5038,1.3265006092078715
554,5038,0.5542334603705864
555,5038,0.9284763461959679
556,5038,1.0799132500619433
557,3029,18.71334147386144
559,5044,5.742922341171831
560,5084,0.3413620728655094
561,4568,0.7841726990496456
562,4484,0.6536926859440452
563,31599,0.287435718091024
565,4485,0.6800985693253611
566,4485,1.3830514768486026
567,4483,1.2844053509147062
568,4483,0.909547490592972
569,4483,0.7171207277742183
571,4483,0.25790725496317585
572,4483,0.4158508181075919
573,4483,0.5570859940023012
574,4483,1.000673942617023
576,4481,9.760357802014463
577,4481,0.14883868425756352
578,4524,0.1365983341495683
579,4520,9.976804206370785
580,6957,0.16100250647627656
581,6928,0.1327442343632612
582,7214,0.2507943972467684
583,7226,1.9324558803843217
584,7174,9.918907519575843
585,7174,0.29183795659916095
587,7243,1.22657091529235
588,7243,2.9982199405274974
589,7214,11.256829394838583
590,7226,3.4098818697711404
591,8082,37.57011442057459
592,8082,33.406582480333064
595,2501,0.16538288043887472
596,2501,0.292012773925994
597,2501,0.8789017720963522
598,2498,0.3406066276225153
599,2498,0.9013218295773255
600,1796,1.2935779603342332
602,1795,1.3195762929408108
603,1795,0.4837630488892549
604,1795,1.0197283824867398
605,6803,0.566265283043376
606,6803,0.19208910089472514
607,6803,1.00646427187299
608,6803,0.5016761612322889
610,6740,31.842001061905624
611,6740,33.00506491441271
612,6753,2.211741936460772
613,6740,0.27146560191146324
614,6740,0.7834693963740366
615,6740,1.7133364968081506
616,6740,0.5787779146041094
618,6712,5.917086821343026
619,79613,0.39212794321049677
620,59,0.3015172458302849
621,59,0.7105119059218473
622,79614,0.2017635922912293
623,79612,0.485056795277532
624,19,0.20716326334580154
628,60,0.2895304519111815
631,2645,0.6117487643322748
633,16,0.4817359523742218
634,5,0.23694774114892778
635,5,0.3540669857936472
636,17,0.4363871297495667
638,4,0.3279473240018423
640,79614,0.30558069812455435
641,6,0.4902050170623773
642,97647,0.20997609640514658
645,2662,0.37902128531729296
646,2650,0.39761937139878306
647,2647,0.17476996343052403
651,2671,0.12270522139762748
653,32,0.37589420097838133
654,2641,0.9372635339684583
656,32,0.24483605409739603
658,51,0.35348223811452417
659,51,0.26033164789260116
660,83605,0.5062752610945286
661,83605,0.277722812059793
662,38,0.32012188690274723
663,56472,0.6156321506668502
665,98005,0.6923240484163051
669,61,0.5294841327353307
670,61,0.9402956255378558
675,41,0.2548399963411359
676,98005,0.5874516382026321
680,6132,0.33039462915476325
681,6132,0.4200651707246305
682,6132,0.2554649890173529
685,6132,0.5969178179695025
687,6133,0.9015813016640637
688,47713,0.278061459430288
690,6184,0.596670306967706
691,6711,0.40409037241533047
692,6711,0.08274877160511317
693,6711,7.191271206797125
694,6735,10.665554403979556
695,6782,0.7815301321865111
696,6782,0.38082980978278774
699,6782,5.216143041634658
700,6752,8.861026334662837
701,6735,0.16721714731798107
702,5024,5.738637909074639
703,5024,5.761477412131051
704,6764,9.816280387851535
705,6947,1.2947456345855721
706,6922,0.7208566645630826
710,6922,0.8526274869073172
711,6947,0.5261534406707057
713,6922,2.2314552635196137
714,6947,0.19212948846031988
715,6947,0.1838624159786054
716,1064,5.298357250436748
717,1064,0.6975549634454903
718,1064,0.3721635023064445
719,1064,0.3653426502704708
722,1064,11.665690001626489
723,97693,1.3541562612279479
724,97693,1.0942265026173763
725,7651,0.07329655606511935
726,97693,0.2823948485597869
727,83257,1.2132006778875946
729,7476,0.2991523806235769
730,7476,0.6460921688034607
731,7475,0.7396856764463158
732,7475,5.3089663245463585
733,7487,0.6160270929950447
734,7487,0.5841125644753735
735,95841,4.6433522801332705
738,7992,0.05556812190345936
742,8123,0.7897557623339951
743,7856,0.16482703513747768
744,8065,0.3236115934639959
745,8065,0.3895756042431674
746,8065,0.3432058552066309
747,8065,0.9809648578353384
748,8072,0.3987625358859128
750,8020,28.242921848307976
751,8020,17.83188080958265
752,8041,1.3087898731945418
753,8090,14.305624211493164
755,8090,3.282150386202428
756,8003,0.288960807808474
757,8003,0.15752223622773173
760,,inf
761,4023,0.4011178705161456
762,4088,0.20515709705549032
763,4023,0.4387279438114418
764,4023,0.6896077823034951
765,4023,1.445455329305998
766,4124,0.10505794822601604
767,4038,0.17615868863101125
768,4065,0.03479720344343322
769,4124,0.7437440914034356
770,4020,0.15948053102879473
771,4088,0.09743093633461801
772,4088,0.30440193201193266
773,4065,4.920339638524003
774,4065,1.2331868665740118
775,4092,0.2744991095718966
776,4124,7.652166604681633
777,4104,0.016508461858957293
778,4023,0.38914007920637717
779,3312,6.86317520743668
780,3287,0.4095346173969317
781,3253,0.48018980267274686
782,3253,0.5313282890879915
783,3259,0.02941993623931412
785,3276,1.1444184321205089
786,51057,0.38544571263884847
787,51057,0.5059071430482196
788,105510,0.21521160387394173
790,8114,0.3021182893077832
791,8044,33.94933683743678
792,7835,0.781673047356194
793,7835,0.929689373359003
794,7868,0.26161981857393035
795,7880,0.48923462348251906
796,7880,0.09583580471756871
797,7873,1.6906988891836452
798,7873,1.576974570951025
799,7873,1.4847925957759736
800,7873,0.11425544975856776
801,7873,21.498932762763772
802,7873,21.418735027033193
803,7838,1.4466077677057179
804,7838,0.4167537586361054
805,7838,0.7219375729492311
806,7838,3.8157301843025686
807,7873,42.89374011132594
808,7873,34.52307088559806
810,32762,0.006398101077068256
811,32762,2.2622418332825784
812,32762,0.882123531696952
814,32762,1.0209473217876035
823,8853,0.5009998164469113
824,7760,6.242915258604182
825,58768,2.4400980877054446
829,7496,0.5489765222899706
830,7496,0.612667210592026
834,83318,0.7216028222444073
835,108427,0.30826163480379093
836,11896,0.4180943702494832
837,82909,0.42471399346033956
838,82909,0.600165257496915
839,82905,0.6918268848811762
840,82905,0.4732524002899984
841,82904,0.6986872574172597
844,5778,0.553075706040567
848,5792,0.3526759332193379
849,5713,0.8957772747578459
850,58726,0.2833681794336072
851,82905,0.7198656418019767
853,58726,0.5169889146798659
854,82905,0.5591284243704135
857,5792,0.8511341926024396
860,5736,0.5028861034341431
862,5713,0.965985814762889
864,5732,0.37499404387953367
865,82905,0.3848312850711561
868,,inf
870,33921,4.499784434357978
871,33921,0.629914864987431
872,33921,0.263793403444184
873,692,0.47901235649120966
874,33921,0.6016740156919541
875,694,0.6062064961688465
876,694,1.4836925012284277
877,694,6.4297797391732825
878,683,0.06111926435137274
879,683,0.6198456687677636
880,712,0.39015362841606216
881,712,0.7468898557888501
882,712,1.2216930797055812
883,694,20.290135149709798
884,694,19.972445577133865
886,1989,1.032568224872841
887,1989,1.2915565521138417
888,1989,2.1061635546011606
889,1966,0.08805840133845518
890,1989,0.7974281347180989
891,3796,8.100817991277763
892,3751,0.11548652962505129
893,3757,0.21469718447433
896,3777,0.9694984709183084
897,3777,0.36676238673236483
898,83613,0.875427992655526
899,3779,0.33996075189612024
900,3779,1.1951614841103753
902,3641,0.19201755755746078
903,3790,0.04559417430997276
904,3794,0.09839591162986991
905,3650,2.0983107423336746
906,3650,0.3425534558566369
907,3838,4.483941910774044
909,3845,9.936316166366517
910,3830,0.5418400568828926
911,3830,0.2747174556443406
912,3830,0.4376226084539559
913,3835,0.318292340097174
914,3830,4.8753253313094875
915,3772,6.722379925406188
916,3830,6.732944853319108
917,3830,3.939080474061659
918,3757,13.445555324388518
920,3835,2.571956517312942
921,3845,3.615811957673347
922,3845,3.3002417149105137
923,3812,0.3555298144923034
925,11900,0.47269455166436647
926,7870,0.5734883855302848
927,7870,0.5428440893251548
929,,inf
930,7934,0.0631533592493602
932,108689,9.028370135258944
933,7961,0.34732681532418946
934,7945,0.7916364762329979
935,7945,0.2537773380240233
936,7944,1.079851269121365
937,7944,0.6964192367072567
938,7944,0.1358394513012934
939,7944,0.6664327858005665
940,8027,0.8146213765396831
941,7512,0.20168513171110886
942,7512,0.9283912751384915
943,46571,0.7560585525415864
945,8120,0.1354580852105644
946,11899,1.133000095274268
948,11899,0.668866110771112
949,7679,0.10964358455991252
950,7679,0.45722622308520533
953,7690,6.368912906086447
954,7597,0.5438254458377381
955,7597,0.8800586856591991
959,6627,0.14731777550067188
960,6627,1.6491596453370756
961,6539,0.04962292546197962
962,6569,7.767449354977853
963,6569,0.31566571845152336
964,6569,1.2300694526911204
965,6541,11.666884385160142
967,792,0.27770760540199074
968,792,0.3635409889035775
969,792,0.606782846564078
970,776,0.2456696045325109
971,776,0.5811633023663472
974,97936,0.2042741942768981
976,82854,0.5020596862536263
977,34273,1.3805959097998959
978,46558,1.5922446231969565
980,46558,1.3249595839296093
982,31542,0.6266078567335451
983,4117,0.8648692936773944
986,4117,1.0401114531222508
990,4029,2.247091750622244
991,4029,2.5207375274659016
992,4029,1.1265021983843788
993,4029,4.195354433229483
995,1974,0.5218971550038196
996,1974,0.5597225241309801
997,1949,0.1785973755483746
998,1949,0.6039412524671667
999,1938,0.21424502776363832
1000,1919,0.1789194054567059
1002,1172,0.3764284022172295
1003,1172,0.535200729109521
1004,1097,0.3903831088165082
1005,1919,16.725954436441604
1006,7557,0.7634526822036934
1007,7541,3.6631630806259023
1008,7485,1.3189276277931978
1010,70737,0.6677877921185583
1011,70737,0.7673987344483698
1012,70737,0.14369611602250165
1013,7470,0.40024426319596823
1014,70737,0.444185778303131
1016,7554,0.1613301074723821
1017,1319,0.1844884273314253
1018,12075,4.369973720946792
1019,1319,0.5690427612330113
1020,83669,0.9547556795348777
1021,83669,1.0492360431537058
1022,83669,0.6021375890501788
1023,2392,0.5036677906337077
1024,2365,0.6161993168412127
1026,46624,0.6635600401905053
1027,46624,0.9002637516929236
1028,46624,0.7940730758766424
1029,46624,0.8311747913557812
1030,2365,0.7956216220621863
1035,79934,0.6805119353554975
1037,2369,0.3484754561543096
1038,2369,0.4028550438287419
1040,2369,0.455179622265566
1042,2369,0.25046519441282644
1043,2369,0.37874377469175496
1046,2366,0.26920624990787556
1047,79935,0.05837950886996591
1048,65744,0.626794807745751
1049,65744,0.6278180836231282
1050,65744,0.49863526127981705
1051,65744,0.6068264616057918
1054,98028,0.968695295911501
1055,2391,0.3740855155575554
1056,5753,1.8540549833172768
1057,5753,1.6185964740795722
1060,5753,1.9244764542317976
1061,5756,1.4256886615496087
1062,5755,1.5790307155769172
1063,5755,1.4600489004597932
1064,5756,1.013860275140264
1065,65569,0.38780020947709415
1066,65569,0.6853416198366028
1069,5755,0.4701894012747399
1070,33062,1.441086600512152
1072,5885,0.12121935410553
1073,5856,0.9741262037459393
1074,5856,0.36161490777207617
1075,5856,2.3513115394762862
1078,105517,0.10198078876766052
1079,3355,0.7711751515168381
1080,3350,1.2727085322898744
1082,83796,0.3471764409795727
1086,83933,0.16671965263763944
1087,3930,0.4092441004902712
1088,4689,0.6456722601261613
1089,3939,0.0618983149803342
1090,3903,0.7521192371907581
1091,3903,0.43852329004504603
1092,83886,0.3678516987228477
1093,4667,0.09090586875179417
1094,4688,0.7170218304930037
1095,83875,0.16044521858330735
1096,4674,0.38298259730049267
1098,3944,0.14720398276674815
1099,3944,0.20885522933019546
1100,3942,0.07899310742293952
1101,3893,0.2197208149521877
1102,3933,0.4818166183806093
1103,3932,0.7148653822983982
1104,4220,0.5079165632249831
1105,83933,0.15570656145764045
1106,4674,0.40572773893403935
1107,108212,0.6738127078342926
1108,3946,0.08636490990323997
1110,4667,0.6010017692434578
1111,3940,0.3676555547690523
1114,4673,0.2002601033346719
1115,1913,0.1701459243387065
1116,1913,0.1777474036320915
1119,1918,1.2127138058182696
1121,1991,15.561707190504213
1123,1991,1.2364894051844322
1125,7849,0.4110028545367133
1127,7849,3.977614769110227
1129,7816,0.17921317043452883
1131,83290,1.2949044598209385
1132,229,0.2519537622404429
1133,231,0.6420707973996959
1134,229,0.5519708433227596
1135,284,0.5951070689561412
1136,250,0.9451788435814372
1137,284,0.6600574887869928
1138,250,0.35055692166805336
1139,250,0.21394311417307146
1141,230,1.408369639930778
1143,235,0.627352876623956
1144,283,0.36446805006508426
1147,33863,0.5132481863027119
1149,33863,0.5182363504391932
1150,286,0.5872806853062613
1151,288,0.43734699697520546
1152,288,1.2762889126397003
1154,235,1.1869980356320706
1155,235,0.13519312041282283
1156,231,0.4356372770504057
1158,33863,0.48916065376018525
1162,299,0.2642853411265669
1164,265,0.16510988052518466
1165,231,3.9831616247417907
1166,83197,0.12373555502872281
1167,83197,0.20016783042155506
1168,83197,0.37424994111292004
1169,83197,0.2131951382175098
1171,83197,0.4681101255764659
1172,1939,1.4703395921952964
1173,904,0.9675601604538664
1174,904,0.6809339433651553
1175,904,0.5524948462841119
1176,904,2.1659443596908163
1177,2556,0.7236571313589536
1178,2556,0.7038569229043463
1180,2563,0.19331854968221754
1181,2563,0.7620956862865632
1182,2556,0.9350642651593847
1183,2556,0.5985667083682494
1185,2556,0.19454482436436824
1186,7864,0.48021682311321107
1187,7861,0.07957547312569593
1188,8113,0.011675498112846124
1189,8113,0.6168461507571263
1191,,inf
1192,8042,0.946506479832277
1193,8042,0.05230739664365324
1194,8042,0.4529589068659998
1198,7715,0.6597117877503518
1199,7715,0.01719320377199085
1200,7715,0.26739336186930934
1202,7715,0.5132173574501563
1204,7895,0.07173354193835839
1207,7628,0.10866618865013394
1208,7628,0.6167254890688277
1209,46574,0.097527933253839
1210,46574,0.20485762114804482
1211,7629,0.2431355038957168
1214,8108,8.382181378946898
1217,31485,0.595303318962999
1218,31485,6.917009774156025
1219,8066,1.1794206508057221
1220,8066,0.4886359584908694
1222,8095,3.5040815441089763
1223,8106,0.855786135894024
1224,65667,0.23805726735821722
1226,8044,0.2818064122158474
1227,8086,0.7710621639399949
1228,7985,0.6399500888902243
1229,7985,0.7692639902182763
1230,7985,0.20690968080420363
1231,8109,0.4274024668399168
1232,8109,21.90075048169805
1233,8068,0.19803896357299153
1234,8068,0.01786485118780588
1235,6149,0.7315441768054407
1236,6113,0.265132276268944
1238,4033,0.24596153772062554
1239,4033,0.6061246757520624
1241,4086,0.1652396841631513
1242,4059,0.3761007805500534
1243,4059,0.1729764509866944
1244,4081,0.5749009315932625
1245,4081,0.5836758877758063
1246,4081,0.9784162543725019
1247,4081,1.3020221139021761
1248,4081,1.078432569380003
1249,4075,0.4956147990389361
1250,4075,0.020468943342000657
1251,4075,0.35045824242581164
1252,4075,1.0852047695085751
1253,4075,6.682801661498615
1254,7359,0.2422506561028902
1255,11457,0.28446379322019444
1256,11457,0.42366750320710905
1257,11457,0.49777541090907235
1258,108469,0.592530086543547
1259,7137,0.42581332090843266
1260,7151,0.590109331530152
1263,7152,0.19543737137295858
1264,7125,0.7382586858385833
1265,7146,0.43621662859485316
1268,33864,0.22300824605335948
1269,255,0.41717983165844413
1270,306,0.7338814391303894
1272,241,0.4241459545545331
1276,291,0.2921460533124281
1277,309,1.3061623708813945
1278,309,0.6486297294120319
1279,232,4.364238556164111
1280,237,27.400685342216942
1281,237,0.42446503501726546
1282,5747,0.32502689040768434
1283,5747,0.5539512727619221
1285,5747,17.459249476770136
1286,5747,3.364450134433975
1287,279,1.3349656868062472
1289,276,0.23812239329104598
1290,33888,0.42029550522694503
1292,33888,0.3592511897114005
1293,252,0.04390341592456679
1294,252,0.15259478684810232
1297,252,0.40875947558143355
1298,252,0.0712478750409083
1300,7515,2.7022065517478677
1305,7516,0.43029844922624655
1308,11602,1.7831105019104847
1309,7502,0.5658917541364538
1313,31065,6.856615327952796
1314,5674,0.4193700580201752
1317,64649,0.5035497387984249
1318,5672,0.8533330614760121
1320,5672,2.3256123339494548
1322,31569,1.505635736602928
1323,5661,0.5067602714526843
1324,31566,5.823775645599085
1325,5661,5.6094971777767135
1326,5661,6.09481654180332
1327,5690,9.788525104167944
1329,5690,0.21642102064037172
1331,5690,3.255224747326851
1332,5690,19.99206046749109
1333,5661,4.184147697248359
1334,3905,0.4158346946630363
1335,3897,0.30537898439391364
1337,3896,0.4027942336476683
1338,3860,0.16835159775785147
1340,3889,0.5855859168438426
1341,3905,0.31718563428360025
1342,3853,0.626391508039115
1343,3988,0.6281742215350509
1344,82833,0.37524492773603024
1345,3895,0.3505060006371662
1346,3852,0.2818384516200591
1347,3988,0.17738642198976828
1348,3912,0.3399940988203714
1349,3852,0.4443054890514677
1351,31769,0.7401693303817259
1353,63669,0.23708590953937483
1358,3913,0.2183732973121981
1360,3853,0.7748333570930488
1361,3902,0.5596448339856887
1362,3900,0.8739589537456257
1364,8092,0.11970076696457949
1366,8092,0.27525185439287253
