StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,TotalVotes,Progressive,Conservative,Other,Leaning
NSW,104,Barton,2650,Bexley West,1755,0.5470085470085471,0.23475783475783477,0.21823361823361823,-0.3122507122507123
NSW,104,Barton,2652,Canterbury South,1908,0.6467505241090147,0.1818658280922432,0.17138364779874213,-0.4648846960167715
NSW,104,Barton,2653,Carlton,2216,0.5383574007220217,0.2319494584837545,0.22969314079422382,-0.3064079422382672
NSW,104,Barton,2656,Clemton Park,2407,0.5047777316161196,0.2679684254258413,0.22725384295803905,-0.2368093061902783
NSW,104,Barton,2660,Earlwood Central,1491,0.4802146210596915,0.32930918846411805,0.19047619047619047,-0.15090543259557343
NSW,104,Barton,2661,Earlwood South,2290,0.5266375545851528,0.28602620087336245,0.1873362445414847,-0.24061135371179038
NSW,104,Barton,2662,Bexley North Park,1508,0.493368700265252,0.28580901856763924,0.22082228116710875,-0.20755968169761274
NSW,104,Barton,2663,Hurstville (Barton),1189,0.5449957947855341,0.27333894028595457,0.18166526492851134,-0.2716568544995795
NSW,104,Barton,2664,Hurstville East (Barton),1238,0.5387722132471728,0.2455573505654281,0.21567043618739903,-0.29321486268174474
NSW,104,Barton,2665,Hurstville North,1618,0.484548825710754,0.27935723114956734,0.2360939431396786,-0.20519159456118669
NSW,104,Barton,2666,Kingsgrove,910,0.5604395604395604,0.25054945054945055,0.189010989010989,-0.3098901098901099
NSW,104,Barton,2667,Kingsgrove South,1187,0.5661331086773378,0.2325189553496209,0.2013479359730413,-0.33361415332771693
NSW,104,Barton,2670,Beverly Hills Central,571,0.51138353765324,0.29947460595446584,0.18914185639229422,-0.21190893169877412
NSW,104,Barton,2671,Rockdale West,1024,0.58984375,0.1904296875,0.2197265625,-0.3994140625
NSW,104,Barton,2673,Undercliffe,1633,0.612369871402327,0.23759951010410288,0.1500306184935701,-0.37477036129822416
NSW,104,Barton,33869,Rockdale BARTON PPVC,10872,0.5919793966151582,0.24742457689477557,0.1605960264900662,-0.3445548197203826
NSW,104,Barton,65171,Hurstville BARTON PPVC,6710,0.5725782414307005,0.2819672131147541,0.14545454545454545,-0.2906110283159464
NSW,104,Barton,65249,Marrickville BARTON PPVC,5176,0.7005409582689336,0.18952859350850076,0.10993044822256569,-0.5110123647604328
