StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,TotalVotes,Progressive,Conservative,Other,Leaning
NSW,111,Chifley,83687,Minchinbury (Chifley),316,0.3829113924050633,0.1962025316455696,0.4208860759493671,-0.18670886075949367
NSW,111,Chifley,97912,Penrith CHIFLEY PPVC,0,NA,NA,NA,NA
NSW,111,Chifley,97916,Oakhurst,340,0.6088235294117647,0.15294117647058825,0.23823529411764705,-0.4558823529411764
NSW,111,Chifley,97941,Marsden Park Central,2437,0.4899466557242511,0.37094788674599916,0.1391054575297497,-0.11899876897825196
NSW,111,Chifley,98064,St Marys CHIFLEY PPVC,0,NA,NA,NA,NA
NSW,111,Chifley,98065,The Ponds CHIFLEY PPVC,0,NA,NA,NA,NA
NSW,111,Chifley,98132,Schofields (Chifley),728,0.41346153846153844,0.3983516483516483,0.18818681318681318,-0.015109890109890112
NSW,111,Chifley,108651,EAV COVID19 Chifley PPVC,386,0.6062176165803109,0.20466321243523317,0.18911917098445596,-0.40155440414507776
NSW,112,Cook,33,Blakehurst South,1679,0.28171530673019657,0.5658129839189994,0.15247170935080406,0.2840976771888028
NSW,112,Cook,40,Carss Park,775,0.31870967741935485,0.5419354838709678,0.1393548387096774,0.22322580645161294
NSW,112,Cook,41,Sandringham,2193,0.2982216142270862,0.5166438668490652,0.1851345189238486,0.21842225262197895
NSW,112,Cook,49,Kogarah Bay,1112,0.289568345323741,0.5215827338129496,0.18884892086330934,0.23201438848920863
NSW,112,Cook,54,Kogarah East,652,0.3803680981595092,0.4662576687116564,0.15337423312883436,0.08588957055214719
NSW,112,Cook,61,Ramsgate Beach,2018,0.3785926660059465,0.4008919722497522,0.22051536174430128,0.022299306243805717
NSW,112,Cook,68,Sans Souci,2249,0.2872387727879057,0.5095598043574923,0.20320142285460205,0.22232103156958655
NSW,112,Cook,69,Ramsgate,1929,0.3421461897356143,0.43286677034733023,0.22498703991705546,0.09072058061171595
NSW,112,Cook,417,Burraneer Bay,2295,0.29368191721132897,0.5978213507625272,0.1084967320261438,0.3041394335511982
NSW,112,Cook,418,Caringbah South,1908,0.3160377358490566,0.570230607966457,0.11373165618448637,0.2541928721174004
NSW,112,Cook,419,Caringbah Central,1229,0.3279088689991863,0.5134255492270138,0.15866558177379983,0.18551668022782747
NSW,112,Cook,420,Caringbah North,2054,0.3510223953261928,0.5068159688412853,0.14216163583252192,0.15579357351509254
NSW,112,Cook,421,Caringbah West,1289,0.33359193173002327,0.5469356089992242,0.11947245927075252,0.21334367726920095
NSW,112,Cook,422,Cronulla,1522,0.3751642575558476,0.5032851511169514,0.12155059132720106,0.1281208935611038
NSW,112,Cook,423,Cronulla Central,1818,0.38173817381738173,0.49724972497249725,0.12101210121012101,0.11551155115511552
NSW,112,Cook,425,Cronulla South,1909,0.3771608171817706,0.5264536406495547,0.0963855421686747,0.1492928234677841
NSW,112,Cook,429,Gymea North,984,0.3160569105691057,0.5823170731707317,0.1016260162601626,0.266260162601626
NSW,112,Cook,430,Gymea Bay,2332,0.37392795883361923,0.5167238421955404,0.10934819897084049,0.14279588336192112
NSW,112,Cook,433,Kurnell,1246,0.25842696629213485,0.5345104333868379,0.20706260032102727,0.27608346709470305
NSW,112,Cook,434,Lilli Pilli,1855,0.2528301886792453,0.6571428571428571,0.09002695417789758,0.40431266846361186
NSW,112,Cook,435,Miranda,1670,0.38562874251497004,0.47005988023952094,0.144311377245509,0.08443113772455091
NSW,112,Cook,436,Miranda Central,1115,0.3919282511210762,0.4609865470852018,0.14708520179372198,0.0690582959641256
NSW,112,Cook,437,Miranda North,1379,0.3118201595358956,0.5402465554749819,0.14793328498912256,0.2284263959390863
NSW,112,Cook,439,Sylvania,1249,0.2594075260208166,0.5748598879103283,0.16573258606885508,0.31545236188951165
NSW,112,Cook,441,Sylvania Heights,2243,0.29335711101203743,0.5376727596968346,0.16897012929112795,0.24431564868479716
NSW,112,Cook,443,Taren Point,1179,0.2222222222222222,0.6064461407972859,0.17133163698049195,0.38422391857506366
NSW,112,Cook,444,Sylvania South,892,0.2914798206278027,0.5459641255605381,0.1625560538116592,0.2544843049327354
NSW,112,Cook,445,Greenhills Beach,1501,0.3397734843437708,0.5429713524317122,0.11725516322451698,0.20319786808794144
NSW,112,Cook,446,Woolooware,2110,0.3469194312796208,0.5350710900473934,0.11800947867298578,0.18815165876777257
NSW,112,Cook,447,Yowie Bay,1694,0.30283353010625735,0.5950413223140496,0.10212514757969303,0.29220779220779225
NSW,112,Cook,1207,Gymea,1337,0.3881824981301421,0.49663425579655945,0.11518324607329843,0.10845175766641735
NSW,112,Cook,33875,Engadine COOK PPVC,314,0.33121019108280253,0.4840764331210191,0.18471337579617833,0.15286624203821658
NSW,112,Cook,33960,Miranda COOK PPVC,16941,0.32660409657045036,0.5651378312968538,0.10825807213269582,0.23853373472640343
NSW,112,Cook,65420,EAV Cook PPVC,13,0.46153846153846156,0.5384615384615384,0,0.07692307692307687
NSW,112,Cook,80121,Connells Point (Cook),980,0.3183673469387755,0.5479591836734694,0.1336734693877551,0.2295918367346939
NSW,112,Cook,80139,Carlton South (Cook),611,0.47299509001636664,0.3404255319148936,0.18657937806873978,-0.13256955810147303
NSW,112,Cook,80144,Brighton-Le-Sands (Cook),307,0.38762214983713356,0.3811074918566775,0.23127035830618892,-0.006514657980456029
NSW,112,Cook,80185,Kirrawee (Cook),357,0.41456582633053224,0.4369747899159664,0.1484593837535014,0.02240896358543415
NSW,112,Cook,82538,Hurstville COOK PPVC,1227,0.3993480032599837,0.4319478402607987,0.1687041564792176,0.03259983700081498
NSW,112,Cook,82542,Rockdale COOK PPVC,2715,0.3742173112338858,0.44014732965009207,0.1856353591160221,0.06593001841620627
NSW,112,Cook,83514,Sylvania Heights South,843,0.232502965599051,0.6192170818505338,0.14827995255041518,0.3867141162514828
NSW,112,Cook,83518,Burraneer,349,0.28653295128939826,0.6532951289398281,0.06017191977077364,0.36676217765042984
NSW,112,Cook,83533,Gymea Bay North,521,0.31094049904030713,0.581573896353167,0.10748560460652591,0.2706333973128599
NSW,112,Cook,97407,Woolooware North,436,0.2889908256880734,0.5711009174311926,0.13990825688073394,0.28211009174311924
NSW,112,Cook,97411,Miranda South,381,0.4120734908136483,0.47244094488188976,0.11548556430446194,0.060367454068241455
NSW,112,Cook,97578,Central Sydney COOK PPVC,73,0.4931506849315068,0.410958904109589,0.0958904109589041,-0.0821917808219178
NSW,112,Cook,97903,Caringbah PPVC,8330,0.30684273709483795,0.5912364945978391,0.10192076830732293,0.28439375750300117
NSW,112,Cook,97924,Sydney COOK PPVC,262,0.44656488549618323,0.44656488549618323,0.10687022900763359,0
NSW,112,Cook,98005,Monterey,1556,0.34704370179948585,0.461439588688946,0.19151670951156813,0.11439588688946017
NSW,112,Cook,98027,Haymarket COOK PPVC,118,0.4915254237288136,0.4322033898305085,0.07627118644067797,-0.05932203389830509
NSW,112,Cook,108533,EAV COVID19 Cook PPVC,325,0.4430769230769231,0.48307692307692307,0.07384615384615385,0.03999999999999998
NSW,113,Cowper,454,Bellbrook,116,0.23275862068965517,0.3448275862068966,0.4224137931034483,0.11206896551724141
NSW,113,Cowper,456,Bellingen,1515,0.2,0.13861386138613863,0.6613861386138614,-0.061386138613861385
NSW,113,Cowper,458,Boambee,1189,0.1295206055508831,0.34987384356602186,0.520605550883095,0.22035323801513876
NSW,113,Cowper,459,Bonville,1083,0.14681440443213298,0.38688827331486614,0.4662973222530009,0.24007386888273316
NSW,113,Cowper,460,Bowraville,1046,0.22657743785850862,0.3240917782026769,0.44933078393881454,0.09751434034416825
NSW,113,Cowper,462,Coffs Harbour,638,0.19278996865203762,0.2711598746081505,0.5360501567398119,0.07836990595611287
NSW,113,Cowper,464,Coffs Harbour Central,1846,0.22156013001083424,0.29469122426868904,0.4837486457204767,0.0731310942578548
NSW,113,Cowper,465,Coffs Harbour Jetty,1449,0.209799861973775,0.2795031055900621,0.5106970324361628,0.069703243616287075
NSW,113,Cowper,466,Coffs Harbour West,2110,0.2104265402843602,0.3289099526066351,0.4606635071090047,0.11848341232227488
NSW,113,Cowper,468,Crescent Head,574,0.25609756097560976,0.30662020905923343,0.4372822299651568,0.05052264808362367
NSW,113,Cowper,470,Eungai Creek,444,0.16216216216216217,0.3130630630630631,0.5247747747747747,0.15090090090090091
NSW,113,Cowper,471,Frederickton,557,0.1651705565529623,0.4614003590664273,0.3734290843806104,0.296229802513465
NSW,113,Cowper,472,Gladstone,645,0.10852713178294573,0.4821705426356589,0.40930232558139534,0.37364341085271313
NSW,113,Cowper,473,Gleniffer,235,0.2127659574468085,0.23829787234042554,0.548936170212766,0.02553191489361703
NSW,113,Cowper,474,Aldavilla,878,0.1765375854214123,0.4214123006833713,0.4020501138952164,0.24487471526195903
NSW,113,Cowper,475,Port Macquarie South,1613,0.22008679479231247,0.2920024798512089,0.4879107253564786,0.07191568505889645
NSW,113,Cowper,476,Hat Head,181,0.16574585635359115,0.4419889502762431,0.39226519337016574,0.2762430939226519
NSW,113,Cowper,477,Hibbard,514,0.14980544747081712,0.42412451361867703,0.4260700389105058,0.27431906614785995
NSW,113,Cowper,482,Kempsey East,704,0.22017045454545456,0.3934659090909091,0.38636363636363635,0.17329545454545456
NSW,113,Cowper,483,Kempsey Heights,1055,0.2796208530805687,0.3706161137440758,0.34976303317535545,0.0909952606635071
NSW,113,Cowper,485,Kempsey South,347,0.2737752161383285,0.2737752161383285,0.45244956772334294,0
NSW,113,Cowper,486,Kempsey West,677,0.19793205317577547,0.3914327917282127,0.41063515509601184,0.19350073855243724
NSW,113,Cowper,489,Macksville,1739,0.16388729154686602,0.38355376653248996,0.45255894192064405,0.21966647498562394
NSW,113,Cowper,491,Missabotti,104,0.16346153846153846,0.27884615384615385,0.5576923076923077,0.11538461538461539
NSW,113,Cowper,492,Mylestom,343,0.20408163265306123,0.27696793002915454,0.5189504373177842,0.07288629737609331
NSW,113,Cowper,493,Nambucca Heads,1148,0.2578397212543554,0.2761324041811847,0.46602787456445993,0.018292682926829285
NSW,113,Cowper,494,Coffs Harbour South,2056,0.19844357976653695,0.3093385214007782,0.49221789883268485,0.11089494163424127
NSW,113,Cowper,495,Newville,801,0.2459425717852684,0.3021223470661673,0.4519350811485643,0.0561797752808989
NSW,113,Cowper,499,Port Macquarie Town Beach,986,0.25862068965517243,0.30730223123732253,0.4340770791075051,0.0486815415821501
NSW,113,Cowper,500,Port Macquarie East,1849,0.22877230935640888,0.3510005408328826,0.42022714981070847,0.12222823147647374
NSW,113,Cowper,501,Innes Lake,894,0.1756152125279642,0.3724832214765101,0.4519015659955257,0.1968680089485459
NSW,113,Cowper,502,Port Macquarie West,1318,0.22458270106221548,0.3285280728376328,0.44688922610015175,0.10394537177541732
NSW,113,Cowper,503,Raleigh,450,0.11777777777777777,0.32222222222222224,0.56,0.20444444444444448
NSW,113,Cowper,504,Repton,225,0.15555555555555556,0.18666666666666668,0.6577777777777778,0.031111111111111117
NSW,113,Cowper,506,Sawtell,1098,0.151183970856102,0.23588342440801457,0.6129326047358834,0.08469945355191258
NSW,113,Cowper,507,Scotts Head,610,0.21639344262295082,0.21967213114754097,0.5639344262295082,0.003278688524590151
NSW,113,Cowper,510,South West Rocks,1225,0.21224489795918366,0.41306122448979593,0.3746938775510204,0.20081632653061227
NSW,113,Cowper,511,Stuarts Point,645,0.18294573643410852,0.289922480620155,0.5271317829457365,0.1069767441860465
NSW,113,Cowper,512,Tacking Point,1454,0.16162310866574967,0.374828060522696,0.46354883081155435,0.21320495185694635
NSW,113,Cowper,514,Taylors Arm,194,0.12371134020618557,0.4639175257731959,0.41237113402061853,0.3402061855670103
NSW,113,Cowper,515,Telegraph Point,482,0.10995850622406639,0.4004149377593361,0.4896265560165975,0.29045643153526973
NSW,113,Cowper,516,Thora,291,0.1134020618556701,0.23367697594501718,0.6529209621993127,0.12027491408934708
NSW,113,Cowper,517,Toormina,1484,0.20148247978436656,0.30660377358490565,0.4919137466307278,0.10512129380053908
NSW,113,Cowper,519,Upper Orara,329,0.16717325227963525,0.2917933130699088,0.541033434650456,0.12462006079027355
NSW,113,Cowper,520,Urunga,1506,0.18193891102257637,0.3107569721115538,0.5073041168658698,0.12881806108897742
NSW,113,Cowper,521,Utungun,254,0.16929133858267717,0.4645669291338583,0.3661417322834646,0.29527559055118113
NSW,113,Cowper,522,Valla Beach,893,0.1858902575587906,0.2541993281075028,0.5599104143337066,0.06830907054871219
NSW,113,Cowper,523,Warrell Creek,437,0.10297482837528604,0.5423340961098398,0.35469107551487417,0.4393592677345538
NSW,113,Cowper,527,Willawarrin,309,0.19741100323624594,0.3592233009708738,0.44336569579288027,0.16181229773462785
NSW,113,Cowper,2067,Dorrigo,1152,0.11805555555555555,0.3914930555555556,0.4904513888888889,0.2734375
NSW,113,Cowper,2090,Korora (Cowper),1087,0.16467341306347746,0.3376264949402024,0.49770009199632015,0.17295308187672495
NSW,113,Cowper,8868,Kundabung,225,0.15555555555555556,0.3422222222222222,0.5022222222222222,0.18666666666666665
NSW,113,Cowper,11941,Port Macquarie North Shore,309,0.11326860841423948,0.40129449838187703,0.4854368932038835,0.28802588996763756
NSW,113,Cowper,31458,Settlement Shores,1186,0.2403035413153457,0.34317032040472173,0.41652613827993257,0.10286677908937603
NSW,113,Cowper,31727,Bayldon,1682,0.1896551724137931,0.32282996432818073,0.4875148632580262,0.13317479191438764
NSW,113,Cowper,32333,South West Rocks South,1111,0.16471647164716471,0.4464446444644464,0.38883888388838883,0.2817281728172817
NSW,113,Cowper,33677,Port Macquarie COWPER PPVC,13674,0.18487640778119058,0.4287699283311394,0.38635366388767,0.24389352054994884
NSW,113,Cowper,33678,Kempsey PPVC,7466,0.11920707206000536,0.5105813019019555,0.3702116260380391,0.39137422984195014
NSW,113,Cowper,33737,Nambucca Heads PPVC,5755,0.20764552562988706,0.3989574283231972,0.3933970460469157,0.19131190269331014
NSW,113,Cowper,33739,Coffs Harbour COWPER PPVC,16233,0.18209819503480565,0.389638390932052,0.4282634140331424,0.20754019589724634
NSW,113,Cowper,33903,Emerald Downs,1038,0.151252408477842,0.4527938342967245,0.3959537572254335,0.3015414258188825
NSW,113,Cowper,65448,EAV Cowper PPVC,21,0.19047619047619047,0.42857142857142855,0.38095238095238093,0.23809523809523808
NSW,113,Cowper,83637,Coffs Harbour North,302,0.2185430463576159,0.36423841059602646,0.41721854304635764,0.14569536423841056
NSW,113,Cowper,83751,Boambee East,396,0.17424242424242425,0.30303030303030304,0.5227272727272727,0.12878787878787878
NSW,113,Cowper,83752,Port Macquarie Greenmeadows,332,0.1927710843373494,0.3855421686746988,0.42168674698795183,0.1927710843373494
NSW,113,Cowper,83753,North Boambee Valley,218,0.11926605504587157,0.42660550458715596,0.4541284403669725,0.3073394495412844
NSW,113,Cowper,83890,Bellingen North,541,0.18853974121996303,0.16081330868761554,0.6506469500924215,-0.027726432532347495
NSW,113,Cowper,97473,Innes Lake North,720,0.16805555555555557,0.3458333333333333,0.4861111111111111,0.17777777777777776
NSW,113,Cowper,97476,Thrumster,286,0.17132867132867133,0.34265734265734266,0.486013986013986,0.17132867132867133
NSW,113,Cowper,98101,Port Macquarie West COWPER PPVC,4734,0.09252217997465145,0.5141529362061682,0.3933248838191804,0.42163075623151675
NSW,113,Cowper,108447,Special Hospital Team 1,59,0.3898305084745763,0.2711864406779661,0.3389830508474576,-0.11864406779661019
NSW,113,Cowper,108568,EAV COVID19 Cowper PPVC,317,0.2113564668769716,0.28391167192429023,0.5047318611987381,0.07255520504731863
NSW,114,Cunningham,539,Coniston,1635,0.5865443425076453,0.1669724770642202,0.24648318042813455,-0.4195718654434251
NSW,114,Cunningham,542,Figtree,1831,0.5352266521026762,0.2490442381212452,0.21572910977607865,-0.28618241398143096
NSW,114,Cunningham,543,Figtree Heights,977,0.5598771750255885,0.24155578300921188,0.1985670419651996,-0.31832139201637666
NSW,114,Cunningham,544,Gwynneville,1243,0.6757843925985519,0.16331456154465004,0.16090104585679807,-0.5124698310539019
NSW,114,Cunningham,546,Keiraville,2004,0.6487025948103793,0.2030938123752495,0.14820359281437126,-0.4456087824351298
NSW,114,Cunningham,550,Lake Heights (Cunningham),544,0.5386029411764706,0.18198529411764705,0.27941176470588236,-0.3566176470588235
NSW,114,Cunningham,551,Wollongong West,1579,0.5807473084230526,0.2330588980367321,0.1861937935402153,-0.3476884103863205
NSW,114,Cunningham,553,Mount Keira,1204,0.5730897009966778,0.24584717607973422,0.18106312292358803,-0.32724252491694356
NSW,114,Cunningham,554,Mount Kembla,505,0.5821782178217821,0.2198019801980198,0.19801980198019803,-0.36237623762376237
NSW,114,Cunningham,555,Mangerton,1591,0.6398491514770585,0.21055939660590822,0.14959145191703332,-0.42928975487115023
NSW,114,Cunningham,556,Port Kembla,818,0.5904645476772616,0.19315403422982885,0.21638141809290953,-0.3973105134474328
NSW,114,Cunningham,557,Port Kembla Central,771,0.5810635538261998,0.16601815823605706,0.2529182879377432,-0.41504539559014275
NSW,114,Cunningham,561,Unanderra South,1576,0.5717005076142132,0.1884517766497462,0.2398477157360406,-0.383248730964467
NSW,114,Cunningham,562,Warrawong,798,0.5225563909774437,0.18295739348370926,0.29448621553884713,-0.3395989974937344
NSW,114,Cunningham,563,Warrawong Central,711,0.5555555555555556,0.1279887482419128,0.31645569620253167,-0.42756680731364277
NSW,114,Cunningham,565,Wollongong,1348,0.5905044510385756,0.2381305637982196,0.17136498516320475,-0.352373887240356
NSW,114,Cunningham,566,Wollongong South,1063,0.6547507055503292,0.1561618062088429,0.18908748824082786,-0.4985888993414863
NSW,114,Cunningham,1199,Coledale,934,0.6488222698072805,0.23126338329764454,0.11991434689507495,-0.417558886509636
NSW,114,Cunningham,1212,Helensburgh,1763,0.446965399886557,0.33068633011911513,0.22234826999432786,-0.11627906976744184
NSW,114,Cunningham,1213,Helensburgh North,1310,0.5213740458015267,0.27633587786259545,0.20229007633587787,-0.24503816793893124
NSW,114,Cunningham,1229,Stanwell Park,778,0.6465295629820051,0.2236503856041131,0.12982005141388175,-0.42287917737789205
NSW,114,Cunningham,1235,Wombarra,272,0.6617647058823529,0.24632352941176472,0.09191176470588236,-0.4154411764705882
NSW,114,Cunningham,1661,Austinmer,983,0.7436419125127162,0.1617497456765005,0.09460834181078331,-0.5818921668362157
NSW,114,Cunningham,1662,Balgownie Central,1466,0.509549795361528,0.27353342428376537,0.21691678035470668,-0.23601637107776263
NSW,114,Cunningham,1664,Bellambi,579,0.6407599309153713,0.14335060449050085,0.2158894645941278,-0.49740932642487046
NSW,114,Cunningham,1666,Bulli Central,2184,0.6057692307692307,0.24221611721611722,0.152014652014652,-0.3635531135531135
NSW,114,Cunningham,1668,Bulli,928,0.6454741379310345,0.20581896551724138,0.14870689655172414,-0.4396551724137931
NSW,114,Cunningham,1678,Corrimal,1562,0.6011523687580026,0.1856594110115237,0.21318822023047376,-0.4154929577464789
NSW,114,Cunningham,1679,Corrimal East,1963,0.6123280692817117,0.17422312786551197,0.21344880285277637,-0.4381049414161997
NSW,114,Cunningham,1682,Fairy Meadow,1454,0.577028885832187,0.20907840440165062,0.21389270976616231,-0.36795048143053644
NSW,114,Cunningham,1689,Mount Ousley,1296,0.5779320987654321,0.25308641975308643,0.16898148148148148,-0.3248456790123456
NSW,114,Cunningham,1696,Russell Vale,1034,0.5899419729206963,0.22437137330754353,0.18568665377176016,-0.36557059961315275
NSW,114,Cunningham,1699,Tarrawanna,1277,0.5747846515270164,0.22004698512137824,0.20516836335160532,-0.3547376664056382
NSW,114,Cunningham,1703,Thirroul,1533,0.6836268754076973,0.2009132420091324,0.11545988258317025,-0.4827136333985649
NSW,114,Cunningham,1704,Thirroul East,895,0.6312849162011173,0.2547486033519553,0.11396648044692738,-0.37653631284916195
NSW,114,Cunningham,1705,Towradgi,1474,0.5976933514246947,0.2130257801899593,0.189280868385346,-0.3846675712347354
NSW,114,Cunningham,1709,Woonona,310,0.6838709677419355,0.1935483870967742,0.12258064516129032,-0.49032258064516127
NSW,114,Cunningham,1710,Woonona Central,1646,0.6178614823815309,0.24726609963547996,0.13487241798298907,-0.37059538274605097
NSW,114,Cunningham,1711,Woonona East,1473,0.5750169721656483,0.24983027834351662,0.17515274949083504,-0.32518669382213167
NSW,114,Cunningham,11499,Cordeaux Heights,1490,0.5201342281879194,0.2442953020134228,0.23557046979865773,-0.2758389261744966
NSW,114,Cunningham,11923,Unanderra,1572,0.5540712468193384,0.1991094147582697,0.24681933842239187,-0.3549618320610687
NSW,114,Cunningham,31754,Balgownie,1181,0.5732430143945809,0.26079593564775616,0.165961049957663,-0.31244707874682476
NSW,114,Cunningham,34033,Wollongong CUNNINGHAM PPVC,12915,0.5773906310491677,0.2691444057297716,0.1534649632210608,-0.30824622531939605
NSW,114,Cunningham,65460,EAV Cunningham PPVC,18,0.8333333333333334,0.1111111111111111,0.05555555555555555,-0.7222222222222223
NSW,114,Cunningham,65820,Dapto CUNNINGHAM PPVC,2705,0.5412199630314233,0.26358595194085027,0.19519408502772642,-0.277634011090573
NSW,114,Cunningham,83535,Wollongong East,2424,0.6448019801980198,0.18234323432343233,0.17285478547854785,-0.46245874587458746
NSW,114,Cunningham,83549,Unanderra West,444,0.509009009009009,0.22072072072072071,0.2702702702702703,-0.28828828828828834
NSW,114,Cunningham,83621,Corrimal PPVC,16605,0.6055404998494429,0.24781692261367058,0.14664257753688648,-0.3577235772357723
NSW,114,Cunningham,97796,Figtree West,658,0.547112462006079,0.29635258358662614,0.15653495440729484,-0.25075987841945285
NSW,114,Cunningham,97800,Engadine CUNNINGHAM PPVC,917,0.47001090512540894,0.3456924754634678,0.18429661941112324,-0.12431842966194112
NSW,114,Cunningham,97803,Warrawong CUNNINGHAM PPVC,3687,0.5823162462706808,0.1817195551939246,0.23596419853539463,-0.4005966910767562
NSW,114,Cunningham,108584,EAV COVID19 Cunningham PPVC,345,0.6521739130434783,0.23768115942028986,0.11014492753623188,-0.4144927536231884
NSW,115,Dobell,573,Shelly Beach,1938,0.49277605779153766,0.3235294117647059,0.18369453044375644,-0.16924664602683176
NSW,115,Dobell,574,Bateau Bay East,1903,0.4913294797687861,0.3468208092485549,0.16184971098265896,-0.1445086705202312
NSW,115,Dobell,576,Berkeley Vale,1847,0.5062263129399025,0.3086085544125609,0.18516513264753653,-0.1976177585273416
NSW,115,Dobell,577,Berkeley Vale North,489,0.44785276073619634,0.38445807770961143,0.16768916155419222,-0.06339468302658491
NSW,115,Dobell,578,Blue Haven,2029,0.5066535239034007,0.23361261705273534,0.259733859043864,-0.27304090685066534
NSW,115,Dobell,583,Charmhaven,690,0.4811594202898551,0.2855072463768116,0.23333333333333334,-0.19565217391304351
NSW,115,Dobell,585,Chittaway Bay,1993,0.5077772202709483,0.2769693928750627,0.21525338685398895,-0.23080782739588557
NSW,115,Dobell,587,Forresters Beach,936,0.37072649572649574,0.46794871794871795,0.16132478632478633,0.09722222222222221
NSW,115,Dobell,589,Gorokan,1563,0.5188739603326935,0.22264875239923224,0.25847728726807423,-0.2962252079334613
NSW,115,Dobell,591,Holgate,682,0.47214076246334313,0.3914956011730205,0.13636363636363635,-0.08064516129032262
NSW,115,Dobell,592,Jilliby,655,0.39236641221374047,0.4030534351145038,0.20458015267175572,0.010687022900763343
NSW,115,Dobell,593,Kanwal,1854,0.5188781014023732,0.22491909385113268,0.25620280474649404,-0.29395900755124055
NSW,115,Dobell,594,Killarney Vale,1196,0.47324414715719065,0.3110367892976589,0.2157190635451505,-0.16220735785953178
NSW,115,Dobell,595,Killarney Vale South,2627,0.5344499429006472,0.2516178149980967,0.2139322421012562,-0.28283212790255047
NSW,115,Dobell,596,Kulnura,197,0.2893401015228426,0.4365482233502538,0.27411167512690354,0.14720812182741116
NSW,115,Dobell,598,Lisarow,1596,0.4843358395989975,0.3433583959899749,0.17230576441102757,-0.1409774436090226
NSW,115,Dobell,599,Long Jetty,729,0.4732510288065844,0.3374485596707819,0.18930041152263374,-0.13580246913580246
NSW,115,Dobell,604,Narara,850,0.5388235294117647,0.2647058823529412,0.19647058823529412,-0.2741176470588235
NSW,115,Dobell,605,Norah Head,389,0.4318766066838046,0.3393316195372751,0.22879177377892032,-0.09254498714652953
NSW,115,Dobell,606,The Entrance North,313,0.49201277955271566,0.3514376996805112,0.15654952076677317,-0.14057507987220447
NSW,115,Dobell,607,Ourimbah,1503,0.46107784431137727,0.3286759813705922,0.2102461743180306,-0.1324018629407851
NSW,115,Dobell,611,The Entrance,1575,0.5047619047619047,0.23047619047619047,0.26476190476190475,-0.27428571428571424
NSW,115,Dobell,612,Long Jetty East,736,0.5557065217391305,0.2798913043478261,0.1644021739130435,-0.2758152173913044
NSW,115,Dobell,613,Toukley,382,0.5261780104712042,0.2774869109947644,0.19633507853403143,-0.24869109947643975
NSW,115,Dobell,614,Toukley East,1556,0.5295629820051414,0.22557840616966582,0.2448586118251928,-0.30398457583547556
NSW,115,Dobell,615,Tuggerah,877,0.5290763968072976,0.2725199543899658,0.19840364880273662,-0.2565564424173318
NSW,115,Dobell,616,Tuggerawong,1221,0.5389025389025389,0.25552825552825553,0.20556920556920558,-0.2833742833742834
NSW,115,Dobell,617,Tumbi Umbi,286,0.513986013986014,0.28321678321678323,0.20279720279720279,-0.23076923076923073
NSW,115,Dobell,619,Wamberal North,1018,0.4400785854616896,0.40962671905697445,0.15029469548133595,-0.030451866404715144
NSW,115,Dobell,621,Erina Heights (Dobell),326,0.3773006134969325,0.4723926380368098,0.15030674846625766,0.0950920245398773
NSW,115,Dobell,622,Hamlyn Terrace,2284,0.5197022767075307,0.29290718038528896,0.18739054290718038,-0.2267950963222417
NSW,115,Dobell,624,Wyong,782,0.4296675191815857,0.3554987212276215,0.21483375959079284,-0.0741687979539642
NSW,115,Dobell,625,Wyong Creek,197,0.40609137055837563,0.4416243654822335,0.15228426395939088,0.035532994923857864
NSW,115,Dobell,628,Yarramalong,251,0.46215139442231074,0.3346613545816733,0.20318725099601595,-0.12749003984063745
NSW,115,Dobell,2614,Niagara Park (Dobell),314,0.49363057324840764,0.22611464968152867,0.2802547770700637,-0.267515923566879
NSW,115,Dobell,2630,Wyoming North,884,0.5079185520361991,0.27828054298642535,0.21380090497737556,-0.22963800904977372
NSW,115,Dobell,2634,Wyoming (Dobell),1214,0.5378912685337727,0.2471169686985173,0.21499176276771004,-0.2907742998352554
NSW,115,Dobell,11953,Bateau Bay South,725,0.43448275862068964,0.4027586206896552,0.16275862068965516,-0.03172413793103446
NSW,115,Dobell,12074,Watanobbi,1485,0.5286195286195287,0.2053872053872054,0.265993265993266,-0.32323232323232326
NSW,115,Dobell,31417,Lake Haven,1558,0.5410783055198973,0.22593068035943517,0.23299101412066753,-0.31514762516046213
NSW,115,Dobell,31464,Wyong East,778,0.5269922879177378,0.31748071979434445,0.15552699228791775,-0.20951156812339333
NSW,115,Dobell,32758,Mardi,924,0.5086580086580087,0.275974025974026,0.21536796536796537,-0.23268398268398272
NSW,115,Dobell,33778,Charmhaven DOBELL PPVC,6588,0.5289921068609593,0.29508196721311475,0.17592592592592593,-0.23391013964784457
NSW,115,Dobell,33813,Wadalba,1646,0.5413122721749696,0.25880923450789795,0.19987849331713245,-0.28250303766707163
NSW,115,Dobell,33814,Wyong DOBELL PPVC,8351,0.484852113519339,0.3410370015566998,0.1741108849239612,-0.14381511196263919
NSW,115,Dobell,34247,The Entrance PPVC,10075,0.4595533498759305,0.3961290322580645,0.14431761786600497,-0.06342431761786599
NSW,115,Dobell,46404,Woongarrah,1747,0.46021751574127073,0.3411562678878077,0.1986262163709216,-0.11906124785346306
NSW,115,Dobell,46431,Wyoming East,604,0.48013245033112584,0.3956953642384106,0.12417218543046357,-0.08443708609271522
