StateCo,StateAb,DivName,DivCo,PPName,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,DateFrom,DateTo,TimeFrom,TimeTo
"2","NSW","Banks","1","Bankstown BANKS PPVC","Bankstown Senior Citizens Centre","7 West Tce","","","BANKSTOWN","NSW","2200","97646","Bankstown Senior Citizens Centre","7 West Tce  ","BANKSTOWN","Hall","West Terrace","-33.9189229910993","151.036153947903","1157215","Assisted","887","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Banks","1","Bankstown BANKS PPVC","Bankstown Senior Citizens Centre","7 West Tce","","","BANKSTOWN","NSW","2200","97646","Bankstown Senior Citizens Centre","7 West Tce  ","BANKSTOWN","Hall","West Terrace","-33.9189229910993","151.036153947903","1157215","Assisted","887","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Banks","1","Bankstown BANKS PPVC","Bankstown Senior Citizens Centre","7 West Tce","","","BANKSTOWN","NSW","2200","97646","Bankstown Senior Citizens Centre","7 West Tce  ","BANKSTOWN","Hall","West Terrace","-33.9189229910993","151.036153947903","1157215","Assisted","887","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Banks","1","Bankstown BANKS PPVC","Bankstown Senior Citizens Centre","7 West Tce","","","BANKSTOWN","NSW","2200","97646","Bankstown Senior Citizens Centre","7 West Tce  ","BANKSTOWN","Hall","West Terrace","-33.9189229910993","151.036153947903","1157215","Assisted","887","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Banks","1","Central Sydney BANKS PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97644","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","445","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Banks","1","Central Sydney BANKS PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97644","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","445","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Banks","1","Central Sydney BANKS PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97644","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","445","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Banks","1","Central Sydney BANKS PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97644","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","445","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Banks","1","Haymarket BANKS PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97645","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","621","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Banks","1","Haymarket BANKS PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97645","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","621","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Banks","1","Haymarket BANKS PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97645","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","621","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Banks","1","Haymarket BANKS PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97645","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","621","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","34046","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","14573","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","34046","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","14573","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","34046","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","14573","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Banks","1","Hurstville BANKS PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","34046","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","14573","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Banks","1","Padstow BANKS PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","Multi-purpose room","Doorway","-33.9480237","151.0259414","1135823","Full","10910","864","09/05/2022","13/05/2022","8:30","17:30"
"2","NSW","Banks","1","Padstow BANKS PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","Multi-purpose room","Doorway","-33.9480237","151.0259414","1135823","Full","10910","864","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Banks","1","Padstow BANKS PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","Multi-purpose room","Doorway","-33.9480237","151.0259414","1135823","Full","10910","864","16/05/2022","19/05/2022","8:30","17:30"
"2","NSW","Banks","1","Padstow BANKS PPVC","Padstow TAFE","Block C Dining Room","Raine Rd","","PADSTOW","NSW","2211","58722","Padstow TAFE","Block C Dining Room Raine Rd ","PADSTOW","Multi-purpose room","Doorway","-33.9480237","151.0259414","1135823","Full","10910","864","20/05/2022","20/05/2022","8:30","18:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97610","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","777","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97610","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","777","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97610","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","777","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Banks","1","Sydney BANKS PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97610","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","777","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","Church Hall","Burwood Rd","-33.921807","151.08974","1136240","None","2802","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","Church Hall","Burwood Rd","-33.921807","151.08974","1136240","None","2802","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","Church Hall","Burwood Rd","-33.921807","151.08974","1136240","None","2802","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Belmore BARTON PPVC","Belmore Church of Christ","476 Burwood Rd","","","BELMORE","NSW","2192","65982","Belmore Church of Christ","476 Burwood Rd  ","BELMORE","Church Hall","Burwood Rd","-33.921807","151.08974","1136240","None","2802","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97585","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","761","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97585","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","761","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97585","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","761","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Central Sydney BARTON PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97585","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","761","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Haymarket BARTON PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97662","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","925","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Haymarket BARTON PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97662","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","925","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Haymarket BARTON PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97662","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","925","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Haymarket BARTON PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97662","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","925","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","65171","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","9709","1831","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","65171","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","9709","1831","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","65171","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","9709","1831","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","65171","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","9709","1831","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Hurstville BARTON PPVC","43 Bridge Street","Office 1 43 Bridge St","","","HURSTVILLE","NSW","2220","65171","43 Bridge Street","Office 1 43 Bridge St","HURSTVILLE","Office","Glass doors","-33.964376680141","151.094589964134","1136804","None","9709","1831","21/05/2022","21/05/2022","8:00","18:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9090273619998","151.154183972301","1132642","","5326","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9090273619998","151.154183972301","1132642","","5326","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9090273619998","151.154183972301","1132642","","5326","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Marrickville BARTON PPVC","Marrickville Town Hall","303 Marrickville Rd","","","MARRICKVILLE","NSW","2204","65249","Marrickville Town Hall","303 Marrickville Rd  ","MARRICKVILLE","","","-33.9090273619998","151.154183972301","1132642","","5326","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","552 Princes Hwy ","","","","ROCKDALE","NSW","2216","33869","552 Princes Hwy ","","ROCKDALE","Shopfront","Princes Highway","-33.95390436","151.13803225","1138149","None","12541","1193","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","552 Princes Hwy ","","","","ROCKDALE","NSW","2216","33869","552 Princes Hwy ","","ROCKDALE","Shopfront","Princes Highway","-33.95390436","151.13803225","1138149","None","12541","1193","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","552 Princes Hwy ","","","","ROCKDALE","NSW","2216","33869","552 Princes Hwy ","","ROCKDALE","Shopfront","Princes Highway","-33.95390436","151.13803225","1138149","None","12541","1193","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Rockdale BARTON PPVC","552 Princes Hwy ","","","","ROCKDALE","NSW","2216","33869","552 Princes Hwy ","","ROCKDALE","Shopfront","Princes Highway","-33.95390436","151.13803225","1138149","None","12541","1193","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97609","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1016","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97609","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1016","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97609","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1016","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Barton","2","Sydney BARTON PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97609","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1016","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97587","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","487","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97587","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","487","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97587","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","487","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Central Sydney BENNELONG PPVC","TAFE NSW Ultimo Campus","2-10 Mary Ann St","","","ULTIMO","NSW","2007","97587","TAFE NSW Ultimo Campus","2-10 Mary Ann St","ULTIMO","Turner Hall & Classrooms NG.16-NG.18","Mary Ann Street ","-33.8814906158705","151.197757859755","1133452","Assisted","487","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","The Meridian","658 Pacific Hwy","","","CHATSWOOD","NSW","2067","65177","The Meridian","658 Pacific Hwy","CHATSWOOD","Unfitted out shop / office space","Glass doors","-33.7997555410201","151.178795729445","1139929","Assisted","1420","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","The Meridian","658 Pacific Hwy","","","CHATSWOOD","NSW","2067","65177","The Meridian","658 Pacific Hwy","CHATSWOOD","Unfitted out shop / office space","Glass doors","-33.7997555410201","151.178795729445","1139929","Assisted","1420","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","The Meridian","658 Pacific Hwy","","","CHATSWOOD","NSW","2067","65177","The Meridian","658 Pacific Hwy","CHATSWOOD","Unfitted out shop / office space","Glass doors","-33.7997555410201","151.178795729445","1139929","Assisted","1420","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Chatswood BENNELONG PPVC","The Meridian","658 Pacific Hwy","","","CHATSWOOD","NSW","2067","65177","The Meridian","658 Pacific Hwy","CHATSWOOD","Unfitted out shop / office space","Glass doors","-33.7997555410201","151.178795729445","1139929","Assisted","1420","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Bennelong","3","Eastwood BENNELONG PPVC","8 Lakeside Rd","1 Glen St","","","EASTWOOD","NSW","2122","83568","8 Lakeside Rd","1 Glen St","EASTWOOD","Shopfront","Double Doors","-33.7897333243793","151.080056541762","1149754","Full","5981","785","09/05/2022","13/05/2022","8:30","17:30"
"2","NSW","Bennelong","3","Eastwood BENNELONG PPVC","8 Lakeside Rd","1 Glen St","","","EASTWOOD","NSW","2122","83568","8 Lakeside Rd","1 Glen St","EASTWOOD","Shopfront","Double Doors","-33.7897333243793","151.080056541762","1149754","Full","5981","785","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","Eastwood BENNELONG PPVC","8 Lakeside Rd","1 Glen St","","","EASTWOOD","NSW","2122","83568","8 Lakeside Rd","1 Glen St","EASTWOOD","Shopfront","Double Doors","-33.7897333243793","151.080056541762","1149754","Full","5981","785","16/05/2022","19/05/2022","8:30","17:30"
"2","NSW","Bennelong","3","Eastwood BENNELONG PPVC","8 Lakeside Rd","1 Glen St","","","EASTWOOD","NSW","2122","83568","8 Lakeside Rd","1 Glen St","EASTWOOD","Shopfront","Double Doors","-33.7897333243793","151.080056541762","1149754","Full","5981","785","20/05/2022","20/05/2022","8:30","18:00"
"2","NSW","Bennelong","3","Epping BENNELONG PPVC","Boronia Grove Community Centre","40 Victoria St","","","EPPING","NSW","2121","83571","Boronia Grove Community Centre","40 Victoria St","EPPING","Multi-purpose room","Off the street","-33.7731589093505","151.079793635047","1149530","Full","10816","1044","09/05/2022","13/05/2022","8:30","17:30"
"2","NSW","Bennelong","3","Epping BENNELONG PPVC","Boronia Grove Community Centre","40 Victoria St","","","EPPING","NSW","2121","83571","Boronia Grove Community Centre","40 Victoria St","EPPING","Multi-purpose room","Off the street","-33.7731589093505","151.079793635047","1149530","Full","10816","1044","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","Epping BENNELONG PPVC","Boronia Grove Community Centre","40 Victoria St","","","EPPING","NSW","2121","83571","Boronia Grove Community Centre","40 Victoria St","EPPING","Multi-purpose room","Off the street","-33.7731589093505","151.079793635047","1149530","Full","10816","1044","16/05/2022","19/05/2022","8:30","17:30"
"2","NSW","Bennelong","3","Epping BENNELONG PPVC","Boronia Grove Community Centre","40 Victoria St","","","EPPING","NSW","2121","83571","Boronia Grove Community Centre","40 Victoria St","EPPING","Multi-purpose room","Off the street","-33.7731589093505","151.079793635047","1149530","Full","10816","1044","20/05/2022","20/05/2022","8:30","18:00"
"2","NSW","Bennelong","3","Epping BENNELONG PPVC","Boronia Grove Community Centre","40 Victoria St","","","EPPING","NSW","2121","83571","Boronia Grove Community Centre","40 Victoria St","EPPING","Multi-purpose room","Off the street","-33.7731589093505","151.079793635047","1149530","Full","10816","1044","21/05/2022","21/05/2022","8:00","18:00"
"2","NSW","Bennelong","3","Haymarket BENNELONG PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97725","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","691","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Haymarket BENNELONG PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97725","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","691","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","Haymarket BENNELONG PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97725","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","691","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Haymarket BENNELONG PPVC","Sydney Masonic Centre","66 Goulburn St","","","SYDNEY","NSW","2000","97725","Sydney Masonic Centre","66 Goulburn St","SYDNEY","Multi-purpose room","66 Goulburn Street","-33.8779097343399","151.207999565061","1133708","Full","691","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Bennelong","3","Sydney BENNELONG PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97605","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1015","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Sydney BENNELONG PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97605","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1015","0","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","Sydney BENNELONG PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97605","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1015","0","16/05/2022","19/05/2022","8:00","20:00"
"2","NSW","Bennelong","3","Sydney BENNELONG PPVC","York Events ","Lvl 2 95-99 York St","","","SYDNEY","NSW","2000","97605","York Events ","Lvl 2 95-99 York St","SYDNEY","Event Space ","99 York Street, Foyer","-33.87014175","151.20580786","1133748","Full","1015","0","20/05/2022","20/05/2022","8:00","18:00"
"2","NSW","Bennelong","3","West Ryde BENNELONG PPVC","St Annes Anglican Church","42 Church St","","","RYDE","NSW","2112","33945","St Annes Anglican Church","42 Church St  ","RYDE","Church Hall","TBC","-33.815245","151.104829","1159151","Full","10805","971","09/05/2022","13/05/2022","8:30","17:30"
"2","NSW","Bennelong","3","West Ryde BENNELONG PPVC","St Annes Anglican Church","42 Church St","","","RYDE","NSW","2112","33945","St Annes Anglican Church","42 Church St  ","RYDE","Church Hall","TBC","-33.815245","151.104829","1159151","Full","10805","971","14/05/2022","14/05/2022","9:00","16:00"
"2","NSW","Bennelong","3","West Ryde BENNELONG PPVC","St Annes Anglican Church","42 Church St","","","RYDE","NSW","2112","33945","St Annes Anglican Church","42 Church St  ","RYDE","Church Hall","TBC","-33.815245","151.104829","1159151","Full","10805","971","16/05/2022","19/05/2022","8:30","17:30"
"2","NSW","Bennelong","3","West Ryde BENNELONG PPVC","St Annes Anglican Church","42 Church St","","","RYDE","NSW","2112","33945","St Annes Anglican Church","42 Church St  ","RYDE","Church Hall","TBC","-33.815245","151.104829","1159151","Full","10805","971","20/05/2022","20/05/2022","8:30","18:00"
"2","NSW","Berowra","4","Baulkham Hills BEROWRA PPVC","2 Solent Cct","","","","NORWEST","NSW","2153","58669","2 Solent Cct","","NORWEST","Warehouse","entry from carpark","-33.73649015543","150.959562800856","1129125","Full","2366","0","09/05/2022","13/05/2022","8:00","20:00"
"2","NSW","Berowra","4","Baulkham Hills BEROWRA PPVC","2 Solent Cct","","","","NORWEST","NSW","2153","58669","2 Solent Cct","","NORWEST","Warehouse","entry from carpark","-33.73649015543","150.959562800856","1129125","Full","2366","0","14/05/2022","14/05/2022","9:00","16:00"
